simulation_num,flight_id,aircraft,simulation_day,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,weather_delay,gate_delay,maintenance_delay,overnight_delay,propagated_delay,status,reason
0,DL0001,A001,1,ATL,CLT,360,360,409,409,0,0,0,0,0,0,Scheduled,
0,DL0002,A002,1,ATL,DTW,360,360,464,464,0,0,0,0,0,0,Scheduled,
0,DL0003,A003,1,ATL,MCO,360,360,436,436,0,0,0,0,0,0,Scheduled,
0,DL0004,A004,1,ATL,MSP,360,360,511,511,0,0,0,0,0,0,Scheduled,
0,DL0005,A005,1,ATL,ORD,360,360,466,466,0,0,0,0,0,0,Scheduled,
0,DL0006,A006,1,ATL,JFK,360,360,489,489,0,0,0,0,0,0,Scheduled,
0,DL0007,A007,1,ATL,CLT,360,360,409,409,0,0,0,0,0,0,Scheduled,
0,DL0008,A008,1,ATL,DTW,360,360,464,464,0,0,0,0,0,0,Scheduled,
0,DL0009,A009,1,ATL,MCO,360,360,436,436,0,0,0,0,0,0,Scheduled,
0,DL0010,A010,1,ATL,BNA,360,360,407,407,0,0,0,0,0,0,Scheduled,
0,DL0011,A011,1,DTW,ORD,360,360,410,410,0,0,0,0,0,0,Scheduled,
0,DL0012,A012,1,DTW,MSP,360,360,454,454,0,0,0,0,0,0,Scheduled,
0,DL0013,A013,1,DTW,JFK,360,360,451,451,0,0,0,0,0,0,Scheduled,
0,DL0014,A014,1,DTW,MCO,360,360,519,519,0,0,0,0,0,0,Scheduled,
0,DL0015,A015,1,DTW,ORD,360,360,410,410,0,0,0,0,0,0,Scheduled,
0,DL0016,A016,1,DTW,MSP,360,360,454,454,0,0,0,0,0,0,Scheduled,
0,DL0017,A017,1,MSP,ORD,360,360,425,425,0,0,0,0,0,0,Scheduled,
0,DL0018,A018,1,MSP,ATL,360,360,511,511,0,0,0,0,0,0,Scheduled,
0,DL0019,A019,1,MSP,ORD,360,360,425,425,0,0,0,0,0,0,Scheduled,
0,DL0020,A020,1,MSP,STL,360,360,442,442,0,0,0,0,0,0,Scheduled,
0,DL0021,A021,1,MSP,DSM,360,360,410,410,0,0,0,0,0,0,Scheduled,
0,DL0022,A022,1,STL,ORD,360,360,414,414,0,0,0,0,0,0,Scheduled,
0,DL0023,A023,1,STL,ATL,360,360,448,448,0,0,0,0,0,0,Scheduled,
0,DL0024,A024,1,STL,DTW,360,360,441,441,0,0,0,0,0,0,Scheduled,
0,DL0025,A025,1,CLT,MCO,360,360,445,445,0,0,0,0,0,0,Scheduled,
0,DL0026,A026,1,CLT,JFK,360,360,456,456,0,0,0,0,0,0,Scheduled,
0,DL0027,A027,1,CLT,MCO,360,360,445,445,0,0,0,0,0,0,Scheduled,
0,DL0028,A028,1,BNA,CLT,360,360,424,424,0,0,0,0,0,0,Scheduled,
0,DL0029,A029,1,BNA,ORD,360,360,436,436,0,0,0,0,0,0,Scheduled,
0,DL0030,A030,1,MCO,DTW,360,360,519,519,0,0,0,0,0,0,Scheduled,
0,DL0031,A031,1,MCO,ATL,360,360,436,436,0,0,0,0,0,0,Scheduled,
0,DL0032,A032,1,JFK,ATL,360,360,489,489,0,0,0,0,0,0,Scheduled,
0,DL0033,A033,1,JFK,DTW,360,360,451,451,0,0,0,0,0,0,Scheduled,
0,DL0034,A034,1,ORD,ATL,360,360,466,466,0,0,0,0,0,0,Scheduled,
0,DL0035,A035,1,ORD,CVG,360,360,415,415,0,0,0,0,0,0,Scheduled,
0,DL0036,A037,1,ATL,CVG,360,360,431,431,0,0,0,0,0,0,Scheduled,
0,DL0037,A038,1,ATL,IND,360,360,440,440,0,0,0,0,0,0,Scheduled,
0,DL0038,A039,1,DTW,CVG,360,360,409,409,0,0,0,0,0,0,Scheduled,
0,DL0039,A040,1,MSP,IND,360,360,450,450,0,0,0,0,0,0,Scheduled,
0,DL0040,A041,1,STL,CLT,360,360,461,461,0,0,0,0,0,0,Scheduled,
0,DL0041,A010,1,BNA,ATL,452,452,499,499,0,0,0,0,0,0,Scheduled,
0,DL0042,A001,1,CLT,JFK,454,454,550,550,0,0,0,0,0,0,Scheduled,
0,DL0043,A007,1,CLT,ATL,454,454,503,503,0,0,0,0,0,0,Scheduled,
0,DL0044,A039,1,CVG,DTW,454,454,503,503,0,0,0,0,0,0,Scheduled,
0,DL0045,A011,1,ORD,MCI,455,455,530,530,0,0,0,0,0,0,Scheduled,
0,DL0046,A015,1,ORD,DTW,455,455,505,505,0,0,0,0,0,0,Scheduled,
0,DL0047,A021,1,DSM,ORD,455,455,515,515,0,0,0,0,0,0,Scheduled,
0,DL0048,A022,1,ORD,STL,459,459,513,513,0,0,0,0,0,0,Scheduled,
0,DL0049,A035,1,CVG,ATL,460,460,531,531,0,0,0,0,0,0,Scheduled,
0,DL0050,A028,1,CLT,MCO,469,469,554,554,0,0,0,0,0,0,Scheduled,
0,DL0051,A017,1,ORD,MSP,470,470,535,535,0,0,0,0,0,0,Scheduled,
0,DL0052,A019,1,ORD,ATL,470,470,576,576,0,0,0,0,0,0,Scheduled,
0,DL0053,A037,1,CVG,ORD,476,476,531,531,0,0,0,0,0,0,Scheduled,
0,DL0054,A003,1,MCO,ATL,481,481,557,557,0,0,0,0,0,0,Scheduled,
0,DL0055,A009,1,MCO,DTW,481,481,640,640,0,0,0,0,0,0,Scheduled,
0,DL0056,A029,1,ORD,BNA,481,481,557,557,0,0,0,0,0,0,Scheduled,
0,DL0057,A031,1,ATL,MEM,481,481,546,546,0,0,0,0,0,0,Scheduled,
0,DL0058,A038,1,IND,DTW,485,485,535,535,0,0,0,0,0,0,Scheduled,
0,DL0059,A024,1,DTW,GRR,486,486,519,519,0,0,0,0,0,0,Scheduled,
0,DL0060,A020,1,STL,MCI,487,487,537,537,0,0,0,0,0,0,Scheduled,
0,DL0061,A025,1,MCO,CLT,490,490,575,575,0,0,0,0,0,0,Scheduled,
0,DL0062,A027,1,MCO,DTW,490,490,649,649,0,0,0,0,0,0,Scheduled,
0,DL0063,A023,1,ATL,DTW,493,493,597,597,0,0,0,0,0,0,Scheduled,
0,DL0064,A040,1,IND,DTW,495,495,545,545,0,0,0,0,0,0,Scheduled,
0,DL0065,A013,1,JFK,DTW,496,496,587,587,0,0,0,0,0,0,Scheduled,
0,DL0066,A033,1,DTW,MSP,496,496,590,590,0,0,0,0,0,0,Scheduled,
0,DL0067,A012,1,MSP,ATL,499,499,650,650,0,0,0,0,0,0,Scheduled,
0,DL0068,A016,1,MSP,OMA,499,499,556,556,0,0,0,0,0,0,Scheduled,
0,DL0069,A026,1,JFK,CLT,501,501,597,597,0,0,0,0,0,0,Scheduled,
0,DL0070,A041,1,CLT,STL,506,506,607,607,0,0,0,0,0,0,Scheduled,
0,DL0071,A002,1,DTW,STL,509,509,590,590,0,0,0,0,0,0,Scheduled,
0,DL0072,A008,1,DTW,ATL,509,509,613,613,0,0,0,0,0,0,Scheduled,
0,DL0073,A005,1,ORD,MCI,511,511,586,586,0,0,0,0,0,0,Scheduled,
0,DL0074,A034,1,ATL,MCI,511,511,630,630,0,0,0,0,0,0,Scheduled,
0,DL0075,A006,1,JFK,ATL,534,534,663,663,0,0,0,0,0,0,Scheduled,
0,DL0076,A032,1,ATL,STL,534,534,622,622,0,0,0,0,0,0,Scheduled,
0,DL0077,A004,1,MSP,STL,556,556,638,638,0,0,0,0,0,0,Scheduled,
0,DL0078,A018,1,ATL,IND,556,556,636,636,0,0,0,0,0,0,Scheduled,
0,DL0079,A014,1,MCO,ATL,564,564,640,640,0,0,0,0,0,0,Scheduled,
0,DL0080,A030,1,DTW,GRR,564,564,597,597,0,0,0,0,0,0,Scheduled,
0,DL0081,A010,1,ATL,SDF,544,544,607,607,0,0,0,0,0,0,Scheduled,
0,DL0082,A007,1,ATL,MEM,548,548,613,613,0,0,0,0,0,0,Scheduled,
0,DL0083,A039,1,DTW,DSM,548,548,643,643,0,0,0,0,0,0,Scheduled,
0,DL0084,A015,1,DTW,OMA,550,550,662,662,0,0,0,0,0,0,Scheduled,
0,DL0085,A022,1,STL,BNA,558,558,614,614,0,0,0,0,0,0,Scheduled,
0,DL0086,A021,1,ORD,OMA,560,560,637,637,0,0,0,0,0,0,Scheduled,
0,DL0087,A024,1,GRR,MSP,564,564,640,640,0,0,0,0,0,0,Scheduled,
0,DL0088,A011,1,MCI,ATL,575,575,694,694,0,0,0,0,0,0,Scheduled,
0,DL0089,A035,1,ATL,ORD,576,576,682,682,0,0,0,0,0,0,Scheduled,
0,DL0090,A037,1,ORD,DTW,576,576,626,626,0,0,0,0,0,0,Scheduled,
0,DL0091,A017,1,MSP,DSM,580,580,630,630,0,0,0,0,0,0,Scheduled,
0,DL0092,A038,1,DTW,MSP,580,580,674,674,0,0,0,0,0,0,Scheduled,
0,DL0093,A020,1,MCI,STL,582,582,632,632,0,0,0,0,0,0,Scheduled,
0,DL0094,A040,1,DTW,CVG,590,590,639,639,0,0,0,0,0,0,Scheduled,
0,DL0095,A031,1,MEM,STL,591,591,645,645,0,0,0,0,0,0,Scheduled,
0,DL0096,A001,1,JFK,ATL,595,595,724,724,0,0,0,0,0,0,Scheduled,
0,DL0097,A028,1,MCO,CLT,599,599,684,684,0,0,0,0,0,0,Scheduled,
0,DL0098,A016,1,OMA,MSP,601,601,658,658,0,0,0,0,0,0,Scheduled,
0,DL0099,A003,1,ATL,CLT,602,602,651,651,0,0,0,0,0,0,Scheduled,
0,DL0100,A029,1,BNA,MEM,602,602,647,647,0,0,0,0,0,0,Scheduled,
0,DL0101,A025,1,CLT,BNA,620,620,684,684,0,0,0,0,0,0,Scheduled,
0,DL0102,A019,1,ATL,MSP,621,621,772,772,0,0,0,0,0,0,Scheduled,
0,DL0103,A005,1,MCI,OMA,631,631,669,669,0,0,0,0,0,0,Scheduled,
0,DL0104,A013,1,DTW,IND,632,632,682,682,0,0,0,0,0,0,Scheduled,
0,DL0105,A002,1,STL,IND,635,635,684,684,0,0,0,0,0,0,Scheduled,
0,DL0106,A033,1,MSP,IND,635,635,725,725,0,0,0,0,0,0,Scheduled,
0,DL0107,A023,1,DTW,STL,642,642,723,723,0,0,0,0,0,0,Scheduled,
0,DL0108,A026,1,CLT,BNA,642,642,706,706,0,0,0,0,0,0,Scheduled,
0,DL0109,A030,1,GRR,ATL,642,642,753,753,0,0,0,0,0,0,Scheduled,
0,DL0110,A041,1,STL,CVG,652,652,713,713,0,0,0,0,0,0,Scheduled,
0,DL0111,A008,1,ATL,LIT,658,658,741,741,0,0,0,0,0,0,Scheduled,
0,DL0112,A032,1,STL,ORD,667,667,721,721,0,0,0,0,0,0,Scheduled,
0,DL0113,A034,1,MCI,ORD,675,675,750,750,0,0,0,0,0,0,Scheduled,
0,DL0114,A018,1,IND,ATL,681,681,761,761,0,0,0,0,0,0,Scheduled,
0,DL0115,A004,1,STL,ATL,683,683,771,771,0,0,0,0,0,0,Scheduled,
0,DL0116,A009,1,DTW,ATL,685,685,789,789,0,0,0,0,0,0,Scheduled,
0,DL0117,A014,1,ATL,BNA,685,685,732,732,0,0,0,0,0,0,Scheduled,
0,DL0118,A027,1,DTW,JFK,694,694,785,785,0,0,0,0,0,0,Scheduled,
0,DL0119,A012,1,ATL,XNA,695,695,798,798,0,0,0,0,0,0,Scheduled,
0,DL0120,A006,1,ATL,TUL,708,708,824,824,0,0,0,0,0,0,Scheduled,
0,DL0121,A010,1,SDF,ATL,652,652,715,715,0,0,0,0,0,0,Scheduled,
0,DL0122,A007,1,MEM,ATL,658,658,723,723,0,0,0,0,0,0,Scheduled,
0,DL0123,A022,1,BNA,STL,659,659,715,715,0,0,0,0,0,0,Scheduled,
0,DL0124,A037,1,DTW,GRR,671,671,704,704,0,0,0,0,0,0,Scheduled,
0,DL0125,A017,1,DSM,ATL,675,675,801,801,0,0,0,0,0,0,Scheduled,
0,DL0126,A020,1,STL,MSP,677,677,759,759,0,0,0,0,0,0,Scheduled,
0,DL0127,A021,1,OMA,ATL,682,682,820,820,0,0,0,0,0,0,Scheduled,
0,DL0128,A040,1,CVG,BNA,684,684,733,733,0,0,0,0,0,0,Scheduled,
0,DL0129,A024,1,MSP,ORD,685,685,750,750,0,0,0,0,0,0,Scheduled,
0,DL0130,A039,1,DSM,MCI,688,688,728,728,0,0,0,0,0,0,Scheduled,
0,DL0131,A031,1,STL,SDF,690,690,743,743,0,0,0,0,0,0,Scheduled,
0,DL0132,A029,1,MEM,BNA,692,692,737,737,0,0,0,0,0,0,Scheduled,
0,DL0133,A003,1,CLT,ATL,696,696,745,745,0,0,0,0,0,0,Scheduled,
0,DL0134,A016,1,MSP,GRR,703,703,779,779,0,0,0,0,0,0,Scheduled,
0,DL0135,A015,1,OMA,DTW,707,707,819,819,0,0,0,0,0,0,Scheduled,
0,DL0136,A005,1,OMA,ORD,714,714,791,791,0,0,0,0,0,0,Scheduled,
0,DL0137,A038,1,MSP,ATL,719,719,870,870,0,0,0,0,0,0,Scheduled,
0,DL0138,A013,1,IND,STL,727,727,776,776,0,0,0,0,0,0,Scheduled,
0,DL0139,A035,1,ORD,DSM,727,727,787,787,0,0,0,0,0,0,Scheduled,
0,DL0140,A002,1,IND,ATL,729,729,809,809,0,0,0,0,0,0,Scheduled,
0,DL0141,A025,1,BNA,ORD,729,729,805,805,0,0,0,0,0,0,Scheduled,
0,DL0142,A028,1,CLT,JFK,729,729,825,825,0,0,0,0,0,0,Scheduled,
0,DL0143,A011,1,ATL,CVG,739,739,810,810,0,0,0,0,0,0,Scheduled,
0,DL0144,A026,1,BNA,CVG,751,751,800,800,0,0,0,0,0,0,Scheduled,
0,DL0145,A041,1,CVG,STL,758,758,819,819,0,0,0,0,0,0,Scheduled,
0,DL0146,A032,1,ORD,CVG,766,766,821,821,0,0,0,0,0,0,Scheduled,
0,DL0147,A023,1,STL,MEM,768,768,822,822,0,0,0,0,0,0,Scheduled,
0,DL0148,A001,1,ATL,GRR,769,769,880,880,0,0,0,0,0,0,Scheduled,
0,DL0149,A033,1,IND,MSP,770,770,860,860,0,0,0,0,0,0,Scheduled,
0,DL0150,A014,1,BNA,ATL,777,777,824,824,0,0,0,0,0,0,Scheduled,
0,DL0151,A008,1,LIT,MEM,786,786,820,820,0,0,0,0,0,0,Scheduled,
0,DL0152,A034,1,ORD,DTW,795,795,845,845,0,0,0,0,0,0,Scheduled,
0,DL0153,A030,1,ATL,MCI,798,798,917,917,0,0,0,0,0,0,Scheduled,
0,DL0154,A018,1,ATL,LIT,806,806,889,889,0,0,0,0,0,0,Scheduled,
0,DL0155,A004,1,ATL,XNA,816,816,919,919,0,0,0,0,0,0,Scheduled,
0,DL0156,A019,1,MSP,DSM,817,817,867,867,0,0,0,0,0,0,Scheduled,
0,DL0157,A027,1,JFK,CLT,830,830,926,926,0,0,0,0,0,0,Scheduled,
0,DL0158,A009,1,ATL,ORD,834,834,940,940,0,0,0,0,0,0,Scheduled,
0,DL0159,A012,1,XNA,MEM,843,843,897,897,0,0,0,0,0,0,Scheduled,
0,DL0160,A006,1,TUL,ATL,869,869,985,985,0,0,0,0,0,0,Scheduled,
0,DL0161,A037,1,GRR,ATL,749,749,860,860,0,0,0,0,0,0,Scheduled,
0,DL0162,A010,1,ATL,DSM,760,760,886,886,0,0,0,0,0,0,Scheduled,
0,DL0163,A022,1,STL,DSM,760,760,814,814,0,0,0,0,0,0,Scheduled,
0,DL0164,A007,1,ATL,STL,768,768,856,856,0,0,0,0,0,0,Scheduled,
0,DL0165,A039,1,MCI,TUL,773,773,822,822,0,0,0,0,0,0,Scheduled,
0,DL0166,A040,1,BNA,STL,778,778,834,834,0,0,0,0,0,0,Scheduled,
0,DL0167,A029,1,BNA,CLT,782,782,846,846,0,0,0,0,0,0,Scheduled,
0,DL0168,A031,1,SDF,STL,788,788,841,841,0,0,0,0,0,0,Scheduled,
0,DL0169,A003,1,ATL,OMA,790,790,928,928,0,0,0,0,0,0,Scheduled,
0,DL0170,A024,1,ORD,STL,795,795,849,849,0,0,0,0,0,0,Scheduled,
0,DL0171,A020,1,MSP,OMA,804,804,861,861,0,0,0,0,0,0,Scheduled,
0,DL0172,A013,1,STL,XNA,821,821,877,877,0,0,0,0,0,0,Scheduled,
0,DL0173,A016,1,GRR,DTW,824,824,857,857,0,0,0,0,0,0,Scheduled,
0,DL0174,A035,1,DSM,ORD,832,832,892,892,0,0,0,0,0,0,Scheduled,
0,DL0175,A005,1,ORD,MSP,836,836,901,901,0,0,0,0,0,0,Scheduled,
0,DL0176,A026,1,CVG,DTW,845,845,894,894,0,0,0,0,0,0,Scheduled,
0,DL0177,A017,1,ATL,MSP,846,846,997,997,0,0,0,0,0,0,Scheduled,
0,DL0178,A025,1,ORD,CVG,850,850,905,905,0,0,0,0,0,0,Scheduled,
0,DL0179,A002,1,ATL,CVG,854,854,925,925,0,0,0,0,0,0,Scheduled,
0,DL0180,A011,1,CVG,DTW,855,855,904,904,0,0,0,0,0,0,Scheduled,
0,DL0181,A015,1,DTW,DSM,864,864,959,959,0,0,0,0,0,0,Scheduled,
0,DL0182,A041,1,STL,LIT,864,864,923,923,0,0,0,0,0,0,Scheduled,
0,DL0183,A008,1,MEM,ATL,865,865,930,930,0,0,0,0,0,0,Scheduled,
0,DL0184,A021,1,ATL,JFK,865,865,994,994,0,0,0,0,0,0,Scheduled,
0,DL0185,A032,1,CVG,STL,866,866,927,927,0,0,0,0,0,0,Scheduled,
0,DL0186,A023,1,MEM,STL,867,867,921,921,0,0,0,0,0,0,Scheduled,
0,DL0187,A014,1,ATL,DTW,869,869,973,973,0,0,0,0,0,0,Scheduled,
0,DL0188,A028,1,JFK,DTW,870,870,961,961,0,0,0,0,0,0,Scheduled,
0,DL0189,A034,1,DTW,ORD,890,890,940,940,0,0,0,0,0,0,Scheduled,
0,DL0190,A033,1,MSP,DTW,905,905,999,999,0,0,0,0,0,0,Scheduled,
0,DL0191,A019,1,DSM,MSP,912,912,962,962,0,0,0,0,0,0,Scheduled,
0,DL0192,A038,1,ATL,SDF,915,915,978,978,0,0,0,0,0,0,Scheduled,
0,DL0193,A001,1,GRR,MSP,925,925,1001,1001,0,0,0,0,0,0,Scheduled,
0,DL0194,A018,1,LIT,MEM,934,934,968,968,0,0,0,0,0,0,Scheduled,
0,DL0195,A012,1,MEM,BNA,942,942,987,987,0,0,0,0,0,0,Scheduled,
0,DL0196,A030,1,MCI,STL,962,962,1012,1012,0,0,0,0,0,0,Scheduled,
0,DL0197,A004,1,XNA,ATL,964,964,1067,1067,0,0,0,0,0,0,Scheduled,
0,DL0198,A027,1,CLT,STL,971,971,1072,1072,0,0,0,0,0,0,Scheduled,
0,DL0199,A009,1,ORD,ATL,985,985,1091,1091,0,0,0,0,0,0,Scheduled,
0,DL0200,A006,1,ATL,CLT,1030,1030,1079,1079,0,0,0,0,0,0,Scheduled,
0,DL0201,A022,1,DSM,STL,859,859,913,913,0,0,0,0,0,0,Scheduled,
0,DL0202,A039,1,TUL,STL,867,867,935,935,0,0,0,0,0,0,Scheduled,
0,DL0203,A040,1,STL,MSP,879,879,961,961,0,0,0,0,0,0,Scheduled,
0,DL0204,A031,1,STL,DTW,886,886,967,967,0,0,0,0,0,0,Scheduled,
0,DL0205,A029,1,CLT,BNA,891,891,955,955,0,0,0,0,0,0,Scheduled,
0,DL0206,A024,1,STL,IND,894,894,943,943,0,0,0,0,0,0,Scheduled,
0,DL0207,A007,1,STL,ATL,901,901,989,989,0,0,0,0,0,0,Scheduled,
0,DL0208,A016,1,DTW,IND,902,902,952,952,0,0,0,0,0,0,Scheduled,
0,DL0209,A037,1,ATL,MCI,905,905,1024,1024,0,0,0,0,0,0,Scheduled,
0,DL0210,A020,1,OMA,DSM,906,906,939,939,0,0,0,0,0,0,Scheduled,
0,DL0211,A013,1,XNA,TUL,922,922,950,950,0,0,0,0,0,0,Scheduled,
0,DL0212,A010,1,DSM,MCI,931,931,971,971,0,0,0,0,0,0,Scheduled,
0,DL0213,A035,1,ORD,MCI,937,937,1012,1012,0,0,0,0,0,0,Scheduled,
0,DL0214,A026,1,DTW,DSM,939,939,1034,1034,0,0,0,0,0,0,Scheduled,
0,DL0215,A005,1,MSP,IND,946,946,1036,1036,0,0,0,0,0,0,Scheduled,
0,DL0216,A011,1,DTW,MCO,949,949,1108,1108,0,0,0,0,0,0,Scheduled,
0,DL0217,A025,1,CVG,BNA,950,950,999,999,0,0,0,0,0,0,Scheduled,
0,DL0218,A023,1,STL,XNA,966,966,1022,1022,0,0,0,0,0,0,Scheduled,
0,DL0219,A041,1,LIT,STL,968,968,1027,1027,0,0,0,0,0,0,Scheduled,
0,DL0220,A002,1,CVG,ATL,970,970,1041,1041,0,0,0,0,0,0,Scheduled,
0,DL0221,A032,1,STL,TUL,972,972,1040,1040,0,0,0,0,0,0,Scheduled,
0,DL0222,A003,1,OMA,MCI,973,973,1011,1011,0,0,0,0,0,0,Scheduled,
0,DL0223,A008,1,ATL,MCO,975,975,1051,1051,0,0,0,0,0,0,Scheduled,
0,DL0224,A034,1,ORD,BNA,985,985,1061,1061,0,0,0,0,0,0,Scheduled,
0,DL0225,A015,1,DSM,DTW,1004,1004,1099,1099,0,0,0,0,0,0,Scheduled,
0,DL0226,A028,1,DTW,OMA,1006,1006,1118,1118,0,0,0,0,0,0,Scheduled,
0,DL0227,A019,1,MSP,OMA,1007,1007,1064,1064,0,0,0,0,0,0,Scheduled,
0,DL0228,A018,1,MEM,XNA,1013,1013,1067,1067,0,0,0,0,0,0,Scheduled,
0,DL0229,A014,1,DTW,MSP,1018,1018,1112,1112,0,0,0,0,0,0,Scheduled,
0,DL0230,A038,1,SDF,ATL,1023,1023,1086,1086,0,0,0,0,0,0,Scheduled,
0,DL0231,A012,1,BNA,ATL,1032,1032,1079,1079,0,0,0,0,0,0,Scheduled,
0,DL0232,A021,1,JFK,ATL,1039,1039,1168,1168,0,0,0,0,0,0,Scheduled,
0,DL0233,A017,1,MSP,ORD,1042,1042,1107,1107,0,0,0,0,0,0,Scheduled,
0,DL0234,A033,1,DTW,JFK,1044,1044,1135,1135,0,0,0,0,0,0,Scheduled,
0,DL0235,A001,1,MSP,ATL,1046,1046,1197,1197,0,0,0,0,0,0,Scheduled,
0,DL0236,A030,1,STL,CLT,1057,1057,1158,1158,0,0,0,0,0,0,Scheduled,
0,DL0237,A004,1,ATL,LIT,1112,1112,1195,1195,0,0,0,0,0,0,Scheduled,
0,DL0238,A027,1,STL,CLT,1117,1117,1218,1218,0,0,0,0,0,0,Scheduled,
0,DL0239,A006,1,CLT,ATL,1124,1124,1173,1173,0,0,0,0,0,0,Scheduled,
0,DL0240,A009,1,ATL,TUL,1136,1136,1252,1252,0,0,0,0,0,0,Scheduled,
0,DL0241,A022,1,STL,MCI,958,958,1008,1008,0,0,0,0,0,0,Scheduled,
0,DL0242,A039,1,STL,DTW,980,980,1061,1061,0,0,0,0,0,0,Scheduled,
0,DL0243,A020,1,DSM,MSP,984,984,1034,1034,0,0,0,0,0,0,Scheduled,
0,DL0244,A024,1,IND,STL,988,988,1037,1037,0,0,0,0,0,0,Scheduled,
0,DL0245,A013,1,TUL,MCI,995,995,1044,1044,0,0,0,0,0,0,Scheduled,
0,DL0246,A016,1,IND,DTW,997,997,1047,1047,0,0,0,0,0,0,Scheduled,
0,DL0247,A029,1,BNA,STL,1000,1000,1056,1056,0,0,0,0,0,0,Scheduled,
0,DL0248,A040,1,MSP,STL,1006,1006,1088,1088,0,0,0,0,0,0,Scheduled,
0,DL0249,A031,1,DTW,MCO,1012,1012,1171,1171,0,0,0,0,0,0,Scheduled,
0,DL0250,A010,1,MCI,ATL,1016,1016,1135,1135,0,0,0,0,0,0,Scheduled,
0,DL0251,A007,1,ATL,DSM,1034,1034,1160,1160,0,0,0,0,0,0,Scheduled,
0,DL0252,A025,1,BNA,MEM,1044,1044,1089,1089,0,0,0,0,0,0,Scheduled,
0,DL0253,A003,1,MCI,OMA,1056,1056,1094,1094,0,0,0,0,0,0,Scheduled,
0,DL0254,A035,1,MCI,ORD,1057,1057,1132,1132,0,0,0,0,0,0,Scheduled,
0,DL0255,A023,1,XNA,STL,1067,1067,1123,1123,0,0,0,0,0,0,Scheduled,
0,DL0256,A037,1,MCI,DSM,1069,1069,1109,1109,0,0,0,0,0,0,Scheduled,
0,DL0257,A041,1,STL,ORD,1072,1072,1126,1126,0,0,0,0,0,0,Scheduled,
0,DL0258,A026,1,DSM,OMA,1079,1079,1112,1112,0,0,0,0,0,0,Scheduled,
0,DL0259,A005,1,IND,ATL,1081,1081,1161,1161,0,0,0,0,0,0,Scheduled,
0,DL0260,A032,1,TUL,XNA,1085,1085,1113,1113,0,0,0,0,0,0,Scheduled,
0,DL0261,A002,1,ATL,OMA,1086,1086,1224,1224,0,0,0,0,0,0,Scheduled,
0,DL0262,A008,1,MCO,ATL,1096,1096,1172,1172,0,0,0,0,0,0,Scheduled,
0,DL0263,A034,1,BNA,ORD,1106,1106,1182,1182,0,0,0,0,0,0,Scheduled,
0,DL0264,A019,1,OMA,ORD,1109,1109,1186,1186,0,0,0,0,0,0,Scheduled,
0,DL0265,A018,1,XNA,MEM,1112,1112,1166,1166,0,0,0,0,0,0,Scheduled,
0,DL0266,A012,1,ATL,DTW,1124,1124,1228,1228,0,0,0,0,0,0,Scheduled,
0,DL0267,A038,1,ATL,MEM,1131,1131,1196,1196,0,0,0,0,0,0,Scheduled,
0,DL0268,A015,1,DTW,GRR,1144,1144,1177,1177,0,0,0,0,0,0,Scheduled,
0,DL0269,A017,1,ORD,MSP,1152,1152,1217,1217,0,0,0,0,0,0,Scheduled,
0,DL0270,A011,1,MCO,CLT,1153,1153,1238,1238,0,0,0,0,0,0,Scheduled,
0,DL0271,A014,1,MSP,DTW,1157,1157,1251,1251,0,0,0,0,0,0,Scheduled,
0,DL0272,A028,1,OMA,ORD,1163,1163,1240,1240,0,0,0,0,0,0,Scheduled,
0,DL0273,A033,1,JFK,CLT,1180,1180,1276,1276,0,0,0,0,0,0,Scheduled,
0,DL0274,A030,1,CLT,MCO,1203,1203,1288,1288,0,0,0,0,0,0,Scheduled,
0,DL0275,A022,1,MCI,STL,1053,1053,1103,1103,0,0,0,0,0,0,Scheduled,
0,DL0276,A020,1,MSP,GRR,1079,1079,1155,1155,0,0,0,0,0,0,Scheduled,
0,DL0277,A024,1,STL,SDF,1082,1082,1135,1135,0,0,0,0,0,0,Scheduled,
0,DL0278,A013,1,MCI,TUL,1089,1089,1138,1138,0,0,0,0,0,0,Scheduled,
0,DL0279,A016,1,DTW,ORD,1092,1092,1142,1142,0,0,0,0,0,0,Scheduled,
0,DL0280,A029,1,STL,BNA,1101,1101,1157,1157,0,0,0,0,0,0,Scheduled,
0,DL0281,A039,1,DTW,OMA,1106,1106,1218,1218,0,0,0,0,0,0,Scheduled,
0,DL0282,A040,1,STL,MEM,1133,1133,1187,1187,0,0,0,0,0,0,Scheduled,
0,DL0283,A025,1,MEM,LIT,1134,1134,1168,1168,0,0,0,0,0,0,Scheduled,
0,DL0284,A003,1,OMA,ATL,1139,1139,1277,1277,0,0,0,0,0,0,Scheduled,
0,DL0285,A037,1,DSM,ATL,1154,1154,1280,1280,0,0,0,0,0,0,Scheduled,
0,DL0286,A026,1,OMA,MSP,1157,1157,1214,1214,0,0,0,0,0,0,Scheduled,
0,DL0287,A032,1,XNA,ATL,1158,1158,1261,1261,0,0,0,0,0,0,Scheduled,
0,DL0288,A023,1,STL,DSM,1168,1168,1222,1222,0,0,0,0,0,0,Scheduled,
0,DL0289,A041,1,ORD,STL,1171,1171,1225,1225,0,0,0,0,0,0,Scheduled,
0,DL0290,A035,1,ORD,CVG,1177,1177,1232,1232,0,0,0,0,0,0,Scheduled,
0,DL0291,A010,1,ATL,GRR,1180,1180,1291,1291,0,0,0,0,0,0,Scheduled,
